Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AttritionFlag,AgeGroup,IncomeGroup,TenureGroup,OverTimeRisk,PromotionStatus,CareerStage,IncomePerWorkingYear,RoleTenureRatio
29,No,Travel_Rarely,1247,Sales,20,2,Marketing,4,Male,45,3,2,Sales Executive,4,Divorced,6931,10732,2,No,14,3,4,1,10,2,3,3,2,0,2,0,26-35,Mid,2-3 years,Lower Risk,Recent promotion <5 years,Experienced,630.0909090909091,0.5
25,No,Travel_Rarely,685,Research & Development,1,3,Life Sciences,1,Female,62,3,2,Manufacturing Director,3,Married,4898,7505,0,No,12,3,4,2,5,3,3,4,2,1,2,0,<=25,Lower-Mid,4-5 years,Lower Risk,Recent promotion <5 years,Early Career,816.3333333333334,0.4
42,No,Travel_Rarely,269,Research & Development,2,3,Medical,4,Female,56,2,1,Laboratory Technician,1,Divorced,2593,8007,0,Yes,11,3,3,1,10,4,3,9,6,7,8,0,36-45,Low,6-10 years,High Risk,No promotion >=5 years,Experienced,235.72727272727272,0.6
40,No,Travel_Rarely,1416,Research & Development,2,2,Medical,1,Male,49,3,5,Research Director,3,Divorced,19436,5949,0,No,19,3,4,1,22,5,3,21,7,3,9,0,36-45,High,>10 years,Lower Risk,Recent promotion <5 years,Experienced,845.0434782608696,0.3181818181818182
51,No,Travel_Rarely,833,Research & Development,1,3,Life Sciences,3,Male,96,3,1,Research Scientist,4,Married,2723,23231,1,No,11,3,2,0,1,0,2,1,0,0,0,0,46-55,Low,0-1 years,Lower Risk,Recent promotion <5 years,Early Career,1361.5,0.0
31,Yes,Travel_Frequently,307,Research & Development,29,2,Medical,3,Male,71,2,1,Laboratory Technician,2,Single,3479,11652,0,No,11,3,2,0,6,2,4,5,4,1,4,1,26-35,Lower-Mid,4-5 years,Lower Risk,Recent promotion <5 years,Experienced,497.0,0.6666666666666666
32,No,Travel_Frequently,1311,Research & Development,7,3,Life Sciences,2,Male,100,4,1,Laboratory Technician,2,Married,2794,26062,1,No,20,4,3,0,5,3,1,5,1,0,3,0,26-35,Low,4-5 years,Lower Risk,Recent promotion <5 years,Early Career,465.6666666666667,0.16666666666666666
38,No,Non-Travel,1327,Sales,2,2,Life Sciences,4,Male,39,2,2,Sales Executive,4,Married,5249,19682,3,No,18,3,4,1,13,0,3,8,7,7,5,0,36-45,Lower-Mid,6-10 years,Lower Risk,No promotion >=5 years,Experienced,374.92857142857144,0.7777777777777778
32,No,Travel_Rarely,128,Research & Development,2,1,Technical Degree,4,Male,84,2,2,Laboratory Technician,1,Single,2176,19737,4,No,13,3,4,0,9,5,3,6,2,0,4,0,26-35,Low,6-10 years,Lower Risk,Recent promotion <5 years,Experienced,217.6,0.2857142857142857
46,No,Travel_Rarely,488,Sales,2,3,Technical Degree,3,Female,75,1,4,Manager,2,Married,16872,14977,3,Yes,12,3,2,1,28,2,2,7,7,7,7,0,46-55,High,6-10 years,High Risk,No promotion >=5 years,Experienced,581.7931034482758,0.875
28,Yes,Travel_Rarely,529,Research & Development,2,4,Life Sciences,1,Male,79,3,1,Laboratory Technician,3,Single,3485,14935,2,No,11,3,3,0,5,5,1,0,0,0,0,1,26-35,Lower-Mid,0-1 years,Lower Risk,Recent promotion <5 years,Early Career,580.8333333333334,0.0
29,No,Travel_Rarely,1210,Sales,2,3,Medical,1,Male,78,2,2,Sales Executive,2,Married,6644,3687,2,No,19,3,2,2,10,2,3,0,0,0,0,0,26-35,Mid,0-1 years,Lower Risk,Recent promotion <5 years,Experienced,604.0,0.0
31,No,Travel_Rarely,1463,Research & Development,23,3,Medical,2,Male,64,2,2,Healthcare Representative,4,Married,5582,14408,0,No,21,4,2,1,10,2,3,9,0,7,8,0,26-35,Lower-Mid,6-10 years,Lower Risk,No promotion >=5 years,Experienced,507.45454545454544,0.0
25,No,Non-Travel,675,Research & Development,5,2,Life Sciences,2,Male,85,4,2,Healthcare Representative,1,Divorced,4000,18384,1,No,12,3,4,2,6,2,3,6,3,1,5,0,<=25,Lower-Mid,6-10 years,Lower Risk,Recent promotion <5 years,Experienced,571.4285714285714,0.42857142857142855
45,No,Travel_Rarely,1385,Research & Development,20,2,Medical,3,Male,79,3,4,Healthcare Representative,4,Married,13496,7501,0,Yes,14,3,2,0,21,2,3,20,7,4,10,0,36-45,Upper-Mid,>10 years,High Risk,Recent promotion <5 years,Experienced,613.4545454545455,0.3333333333333333
36,No,Travel_Rarely,1403,Research & Development,6,3,Life Sciences,4,Male,47,3,1,Laboratory Technician,4,Married,3210,20251,0,No,11,3,3,1,16,4,3,15,13,10,11,0,36-45,Lower-Mid,>10 years,Lower Risk,No promotion >=5 years,Experienced,188.8235294117647,0.8125
55,No,Travel_Rarely,452,Research & Development,1,3,Medical,4,Male,81,3,5,Manager,1,Single,19045,18938,0,Yes,14,3,3,0,37,2,3,36,10,4,13,0,46-55,High,>10 years,High Risk,Recent promotion <5 years,Experienced,501.1842105263158,0.2702702702702703
47,Yes,Non-Travel,666,Research & Development,29,4,Life Sciences,1,Male,88,3,3,Manager,2,Married,11849,10268,1,Yes,12,3,4,1,10,2,2,10,7,9,9,1,46-55,Upper-Mid,6-10 years,High Risk,No promotion >=5 years,Experienced,1077.1818181818182,0.6363636363636364
28,No,Travel_Rarely,1158,Research & Development,9,3,Medical,4,Male,94,3,1,Research Scientist,4,Married,2070,2613,1,No,23,4,4,1,5,3,2,5,2,0,4,0,26-35,Low,4-5 years,Lower Risk,Recent promotion <5 years,Early Career,345.0,0.3333333333333333
37,No,Travel_Rarely,228,Sales,6,4,Medical,3,Male,98,3,2,Sales Executive,4,Married,6502,22825,4,No,14,3,2,1,7,5,4,5,4,0,1,0,36-45,Mid,4-5 years,Lower Risk,Recent promotion <5 years,Experienced,812.75,0.6666666666666666
21,No,Travel_Rarely,996,Research & Development,3,2,Medical,4,Male,100,2,1,Research Scientist,3,Single,3230,10531,1,No,17,3,1,0,3,4,4,3,2,1,0,0,<=25,Lower-Mid,2-3 years,Lower Risk,Recent promotion <5 years,Early Career,807.5,0.5
37,No,Non-Travel,728,Research & Development,1,4,Medical,1,Female,80,3,3,Research Director,4,Divorced,13603,11677,2,Yes,18,3,1,2,15,2,3,5,2,0,2,0,36-45,Upper-Mid,4-5 years,High Risk,Recent promotion <5 years,Experienced,850.1875,0.3333333333333333
35,No,Travel_Rarely,1315,Research & Development,22,3,Life Sciences,2,Female,71,4,3,Manager,2,Divorced,11996,19100,7,No,18,3,2,1,10,6,2,7,7,6,2,0,26-35,Upper-Mid,6-10 years,Lower Risk,No promotion >=5 years,Experienced,1090.5454545454545,0.875
38,No,Travel_Rarely,322,Sales,7,2,Medical,1,Female,44,4,2,Sales Executive,1,Divorced,5605,19191,1,Yes,24,4,3,1,8,3,3,8,0,7,7,0,36-45,Lower-Mid,6-10 years,High Risk,No promotion >=5 years,Experienced,622.7777777777778,0.0
26,No,Travel_Frequently,1479,Research & Development,1,3,Life Sciences,3,Female,84,3,2,Manufacturing Director,2,Divorced,6397,26767,1,No,20,4,1,1,6,6,1,6,5,1,4,0,26-35,Mid,6-10 years,Lower Risk,Recent promotion <5 years,Experienced,913.8571428571429,0.7142857142857143
50,No,Travel_Rarely,797,Research & Development,4,1,Life Sciences,1,Male,96,3,5,Research Director,2,Divorced,19144,15815,3,No,14,3,1,2,28,4,2,10,4,1,6,0,46-55,High,6-10 years,Lower Risk,Recent promotion <5 years,Experienced,660.1379310344828,0.36363636363636365
53,No,Travel_Rarely,1070,Research & Development,3,4,Medical,3,Male,45,3,4,Research Director,3,Married,17584,21016,3,Yes,16,3,4,3,21,5,2,5,3,1,3,0,46-55,High,4-5 years,High Risk,Recent promotion <5 years,Experienced,799.2727272727273,0.5
42,No,Travel_Rarely,635,Sales,1,1,Life Sciences,2,Male,99,3,2,Sales Executive,3,Married,4907,24532,1,No,25,4,3,0,20,3,3,20,16,11,6,0,36-45,Lower-Mid,>10 years,Lower Risk,No promotion >=5 years,Experienced,233.66666666666666,0.7619047619047619
29,No,Travel_Frequently,442,Sales,2,2,Life Sciences,2,Male,44,3,2,Sales Executive,4,Single,4554,20260,1,No,18,3,1,0,10,3,2,10,7,0,9,0,26-35,Lower-Mid,6-10 years,Lower Risk,Recent promotion <5 years,Experienced,414.0,0.6363636363636364
55,No,Travel_Rarely,147,Research & Development,20,2,Technical Degree,2,Male,37,3,2,Laboratory Technician,4,Married,5415,15972,3,Yes,19,3,4,1,12,4,3,10,7,0,8,0,46-55,Lower-Mid,6-10 years,High Risk,Recent promotion <5 years,Experienced,416.53846153846155,0.6363636363636364
26,No,Travel_Frequently,496,Research & Development,11,2,Medical,1,Male,60,3,2,Healthcare Representative,1,Married,4741,22722,1,Yes,13,3,3,1,5,3,3,5,3,3,3,0,26-35,Lower-Mid,4-5 years,High Risk,Recent promotion <5 years,Early Career,790.1666666666666,0.5
37,No,Travel_Rarely,1372,Research & Development,1,3,Life Sciences,4,Female,42,3,1,Research Scientist,4,Single,2115,15881,1,No,12,3,2,0,17,3,3,17,12,5,7,0,36-45,Low,>10 years,Lower Risk,No promotion >=5 years,Experienced,117.5,0.6666666666666666
44,Yes,Travel_Frequently,920,Research & Development,24,3,Life Sciences,4,Male,43,3,1,Laboratory Technician,3,Divorced,3161,19920,3,Yes,22,4,4,1,19,0,1,1,0,0,0,1,36-45,Lower-Mid,0-1 years,High Risk,Recent promotion <5 years,Experienced,158.05,0.0
38,No,Travel_Rarely,688,Research & Development,23,4,Life Sciences,4,Male,82,3,2,Healthcare Representative,4,Divorced,5745,18899,9,No,14,3,2,1,10,2,3,2,2,1,2,0,36-45,Lower-Mid,2-3 years,Lower Risk,Recent promotion <5 years,Experienced,522.2727272727273,0.6666666666666666
26,Yes,Travel_Rarely,1449,Research & Development,16,4,Medical,1,Male,45,3,1,Laboratory Technician,2,Divorced,2373,14180,2,Yes,13,3,4,1,5,2,3,3,2,0,2,1,26-35,Low,2-3 years,High Risk,Recent promotion <5 years,Early Career,395.5,0.5
28,No,Travel_Rarely,1117,Research & Development,8,2,Life Sciences,4,Female,66,3,1,Research Scientist,4,Single,3310,4488,1,No,21,4,4,0,5,3,3,5,3,0,2,0,26-35,Lower-Mid,4-5 years,Lower Risk,Recent promotion <5 years,Early Career,551.6666666666666,0.5
49,No,Travel_Frequently,636,Research & Development,10,4,Life Sciences,3,Female,35,3,5,Research Director,1,Single,18665,25594,9,Yes,11,3,4,0,22,4,3,3,2,1,2,0,46-55,High,2-3 years,High Risk,Recent promotion <5 years,Experienced,811.5217391304348,0.5
36,No,Travel_Rarely,506,Research & Development,3,3,Technical Degree,3,Male,30,3,2,Research Scientist,2,Single,4485,26285,4,No,12,3,4,0,10,2,3,8,0,7,7,0,36-45,Lower-Mid,6-10 years,Lower Risk,No promotion >=5 years,Experienced,407.72727272727275,0.0
31,No,Travel_Frequently,444,Sales,5,3,Marketing,4,Female,84,3,1,Sales Representative,2,Divorced,2789,3909,1,No,11,3,3,1,2,5,2,2,2,2,2,0,26-35,Low,2-3 years,Lower Risk,Recent promotion <5 years,Early Career,929.6666666666666,0.6666666666666666
26,Yes,Travel_Rarely,950,Sales,4,4,Marketing,4,Male,48,2,2,Sales Executive,4,Single,5828,8450,1,Yes,12,3,2,0,8,0,3,8,7,7,4,1,26-35,Lower-Mid,6-10 years,High Risk,No promotion >=5 years,Experienced,647.5555555555555,0.7777777777777778
37,No,Travel_Frequently,889,Research & Development,9,3,Medical,2,Male,53,3,1,Research Scientist,4,Married,2326,11411,1,Yes,12,3,3,3,4,3,2,4,2,1,2,0,36-45,Low,4-5 years,High Risk,Recent promotion <5 years,Early Career,465.2,0.4
42,No,Travel_Frequently,555,Sales,26,3,Marketing,3,Female,77,3,4,Sales Executive,2,Married,13525,14864,5,No,14,3,4,1,23,2,4,20,4,4,8,0,36-45,Upper-Mid,>10 years,Lower Risk,Recent promotion <5 years,Experienced,563.5416666666666,0.19047619047619047
18,Yes,Travel_Rarely,230,Research & Development,3,3,Life Sciences,3,Male,54,3,1,Laboratory Technician,3,Single,1420,25233,1,No,13,3,3,0,0,2,3,0,0,0,0,1,<=25,Low,0-1 years,Lower Risk,Recent promotion <5 years,Early Career,1420.0,0.0
35,No,Travel_Rarely,1232,Sales,16,3,Marketing,3,Male,96,3,3,Sales Executive,2,Married,8020,5100,0,No,15,3,3,2,12,3,2,11,9,6,9,0,26-35,Mid,>10 years,Lower Risk,No promotion >=5 years,Experienced,616.9230769230769,0.75
36,No,Travel_Frequently,566,Research & Development,18,4,Life Sciences,3,Male,81,4,1,Laboratory Technician,4,Married,3688,7122,4,No,18,3,4,2,4,2,3,1,0,0,0,0,36-45,Lower-Mid,0-1 years,Lower Risk,Recent promotion <5 years,Early Career,737.6,0.0
51,No,Travel_Rarely,1302,Research & Development,2,3,Medical,4,Male,84,1,2,Manufacturing Director,2,Divorced,5482,16321,5,No,18,3,4,1,13,3,3,4,1,1,2,0,46-55,Lower-Mid,4-5 years,Lower Risk,Recent promotion <5 years,Experienced,391.57142857142856,0.2
41,No,Travel_Rarely,334,Sales,2,4,Life Sciences,4,Male,88,3,4,Manager,2,Single,16015,15896,1,No,19,3,2,0,22,2,3,22,10,0,4,0,36-45,High,>10 years,Lower Risk,Recent promotion <5 years,Experienced,696.304347826087,0.43478260869565216
18,No,Travel_Rarely,812,Sales,10,3,Medical,4,Female,69,2,1,Sales Representative,3,Single,1200,9724,1,No,12,3,1,0,0,2,3,0,0,0,0,0,<=25,Low,0-1 years,Lower Risk,Recent promotion <5 years,Early Career,1200.0,0.0
28,No,Travel_Rarely,1476,Research & Development,16,2,Medical,2,Male,68,4,2,Healthcare Representative,1,Single,5661,4824,0,No,19,3,3,0,9,2,3,8,3,0,7,0,26-35,Lower-Mid,6-10 years,Lower Risk,Recent promotion <5 years,Experienced,566.1,0.3333333333333333
31,No,Travel_Rarely,218,Sales,7,3,Technical Degree,2,Male,100,4,2,Sales Executive,4,Married,6929,12241,4,No,11,3,2,1,10,3,2,8,7,7,7,0,26-35,Mid,6-10 years,Lower Risk,No promotion >=5 years,Experienced,629.9090909090909,0.7777777777777778
39,No,Travel_Rarely,1132,Research & Development,1,3,Medical,3,Male,48,4,3,Healthcare Representative,4,Divorced,9613,10942,0,No,17,3,1,3,19,5,2,18,10,3,7,0,36-45,Mid,>10 years,Lower Risk,Recent promotion <5 years,Experienced,480.65,0.5263157894736842
36,No,Non-Travel,1105,Research & Development,24,4,Life Sciences,2,Female,47,3,2,Laboratory Technician,2,Married,5674,6927,7,No,15,3,3,1,11,3,3,9,8,0,8,0,36-45,Lower-Mid,6-10 years,Lower Risk,Recent promotion <5 years,Experienced,472.8333333333333,0.8
32,No,Travel_Rarely,906,Sales,7,3,Life Sciences,4,Male,91,2,2,Sales Executive,3,Married,5484,16985,1,No,14,3,3,1,13,3,2,13,8,4,8,0,26-35,Lower-Mid,>10 years,Lower Risk,Recent promotion <5 years,Experienced,391.7142857142857,0.5714285714285714
38,No,Travel_Rarely,849,Research & Development,25,2,Life Sciences,1,Female,81,2,3,Research Director,2,Married,12061,26707,3,No,17,3,3,1,19,2,3,10,8,0,1,0,36-45,Upper-Mid,6-10 years,Lower Risk,Recent promotion <5 years,Experienced,603.05,0.7272727272727273
58,No,Non-Travel,390,Research & Development,1,4,Life Sciences,4,Male,32,1,2,Healthcare Representative,3,Divorced,5660,17056,2,Yes,13,3,4,1,12,2,3,5,3,1,2,0,>55,Lower-Mid,4-5 years,High Risk,Recent promotion <5 years,Experienced,435.38461538461536,0.5
31,No,Travel_Rarely,691,Research & Development,5,4,Technical Degree,3,Male,86,3,1,Research Scientist,4,Married,4821,10077,0,Yes,12,3,3,1,6,4,3,5,2,0,3,0,26-35,Lower-Mid,4-5 years,High Risk,Recent promotion <5 years,Experienced,688.7142857142857,0.3333333333333333
31,No,Travel_Rarely,106,Human Resources,2,3,Human Resources,1,Male,62,2,2,Human Resources,1,Married,6410,17822,3,No,12,3,4,0,9,1,3,2,2,1,0,0,26-35,Mid,2-3 years,Lower Risk,Recent promotion <5 years,Experienced,641.0,0.6666666666666666
45,No,Travel_Frequently,1249,Research & Development,7,3,Life Sciences,1,Male,97,3,3,Laboratory Technician,1,Divorced,5210,20308,1,No,18,3,1,1,24,2,3,24,9,9,11,0,36-45,Lower-Mid,>10 years,Lower Risk,No promotion >=5 years,Experienced,208.4,0.36
31,No,Travel_Rarely,192,Research & Development,2,4,Life Sciences,3,Male,32,3,1,Research Scientist,4,Divorced,2695,7747,0,Yes,18,3,2,1,3,2,1,2,2,2,2,0,26-35,Low,2-3 years,High Risk,Recent promotion <5 years,Early Career,673.75,0.6666666666666666
33,No,Travel_Frequently,553,Research & Development,5,4,Life Sciences,4,Female,74,3,3,Manager,2,Married,11878,23364,6,No,11,3,2,2,12,2,3,10,6,8,8,0,26-35,Upper-Mid,6-10 years,Lower Risk,No promotion >=5 years,Experienced,913.6923076923077,0.5454545454545454
39,No,Travel_Rarely,117,Research & Development,10,1,Medical,3,Male,99,3,4,Manager,1,Married,17068,5355,1,Yes,14,3,4,0,21,3,3,21,9,11,10,0,36-45,High,>10 years,High Risk,No promotion >=5 years,Experienced,775.8181818181819,0.4090909090909091
43,No,Travel_Frequently,185,Research & Development,10,4,Life Sciences,3,Female,33,3,1,Laboratory Technician,4,Single,2455,10675,0,No,19,3,1,0,9,5,3,8,7,1,7,0,36-45,Low,6-10 years,Lower Risk,Recent promotion <5 years,Experienced,245.5,0.7777777777777778
49,No,Travel_Rarely,1091,Research & Development,1,2,Technical Degree,3,Female,90,2,4,Healthcare Representative,3,Single,13964,17810,7,Yes,12,3,4,0,25,2,3,7,1,0,7,0,46-55,Upper-Mid,6-10 years,High Risk,Recent promotion <5 years,Experienced,537.0769230769231,0.125
52,Yes,Travel_Rarely,723,Research & Development,8,4,Medical,3,Male,85,2,2,Research Scientist,2,Married,4941,17747,2,No,15,3,1,0,11,3,2,8,2,7,7,1,46-55,Lower-Mid,6-10 years,Lower Risk,No promotion >=5 years,Experienced,411.75,0.2222222222222222
27,No,Travel_Rarely,1220,Research & Development,5,3,Life Sciences,3,Female,85,3,1,Research Scientist,2,Single,2478,20938,1,Yes,12,3,2,0,4,2,2,4,3,1,2,0,26-35,Low,4-5 years,High Risk,Recent promotion <5 years,Early Career,495.6,0.6
32,No,Travel_Rarely,588,Sales,8,2,Technical Degree,3,Female,65,2,2,Sales Executive,2,Married,5228,24624,1,Yes,11,3,4,0,13,2,3,13,12,11,9,0,26-35,Lower-Mid,>10 years,High Risk,No promotion >=5 years,Experienced,373.42857142857144,0.8571428571428571
27,No,Travel_Rarely,1377,Sales,2,3,Life Sciences,4,Male,74,3,2,Sales Executive,3,Single,4478,5242,1,Yes,11,3,1,0,5,3,3,5,4,0,4,0,26-35,Lower-Mid,4-5 years,High Risk,Recent promotion <5 years,Early Career,746.3333333333334,0.6666666666666666
31,No,Travel_Rarely,691,Sales,7,3,Marketing,4,Male,73,3,2,Sales Executive,4,Divorced,7547,7143,4,No,12,3,4,3,13,3,3,7,7,1,7,0,26-35,Mid,6-10 years,Lower Risk,Recent promotion <5 years,Experienced,539.0714285714286,0.875
32,No,Travel_Rarely,1018,Research & Development,2,4,Medical,1,Female,74,4,2,Research Scientist,4,Single,5055,10557,7,No,16,3,3,0,10,0,2,7,7,0,7,0,26-35,Lower-Mid,6-10 years,Lower Risk,Recent promotion <5 years,Experienced,459.54545454545456,0.875
28,Yes,Travel_Rarely,1157,Research & Development,2,4,Medical,1,Male,84,1,1,Research Scientist,4,Married,3464,24737,5,Yes,13,3,4,0,5,4,2,3,2,2,2,1,26-35,Lower-Mid,2-3 years,High Risk,Recent promotion <5 years,Early Career,577.3333333333334,0.5
30,No,Travel_Rarely,1275,Research & Development,28,2,Medical,4,Female,64,3,2,Research Scientist,4,Married,5775,11934,1,No,13,3,4,2,11,2,3,10,8,1,9,0,26-35,Lower-Mid,6-10 years,Lower Risk,Recent promotion <5 years,Experienced,481.25,0.7272727272727273
31,No,Travel_Frequently,798,Research & Development,7,2,Life Sciences,3,Female,48,2,3,Manufacturing Director,3,Married,8943,14034,1,No,24,4,1,1,10,2,3,10,9,8,9,0,26-35,Mid,6-10 years,Lower Risk,No promotion >=5 years,Experienced,813.0,0.8181818181818182
39,No,Travel_Frequently,672,Research & Development,7,2,Medical,3,Male,54,2,5,Manager,4,Married,19272,21141,1,No,15,3,1,1,21,2,3,21,9,13,3,0,36-45,High,>10 years,Lower Risk,No promotion >=5 years,Experienced,876.0,0.4090909090909091
39,Yes,Travel_Rarely,1162,Sales,3,2,Medical,4,Female,41,3,2,Sales Executive,3,Married,5238,17778,4,Yes,18,3,1,0,12,3,2,1,0,0,0,1,36-45,Lower-Mid,0-1 years,High Risk,Recent promotion <5 years,Experienced,402.9230769230769,0.0
33,No,Travel_Frequently,508,Sales,10,3,Marketing,2,Male,46,2,2,Sales Executive,4,Single,4682,4317,3,No,14,3,3,0,9,6,2,7,7,0,1,0,26-35,Lower-Mid,6-10 years,Lower Risk,Recent promotion <5 years,Experienced,468.2,0.875
47,No,Travel_Rarely,1482,Research & Development,5,5,Life Sciences,4,Male,42,3,5,Research Director,3,Married,18300,16375,4,No,11,3,2,1,21,2,3,3,2,1,1,0,46-55,High,2-3 years,Lower Risk,Recent promotion <5 years,Experienced,831.8181818181819,0.5
43,No,Travel_Frequently,559,Research & Development,10,4,Life Sciences,3,Female,82,2,2,Laboratory Technician,3,Divorced,5257,6227,1,No,11,3,2,1,9,3,4,9,7,0,0,0,36-45,Lower-Mid,6-10 years,Lower Risk,Recent promotion <5 years,Experienced,525.7,0.7
27,No,Non-Travel,210,Sales,1,1,Marketing,3,Male,73,3,2,Sales Executive,2,Married,6349,22107,0,Yes,13,3,4,1,6,0,3,5,4,1,4,0,26-35,Mid,4-5 years,High Risk,Recent promotion <5 years,Experienced,907.0,0.6666666666666666
54,No,Travel_Frequently,928,Research & Development,20,4,Life Sciences,4,Female,31,3,2,Research Scientist,3,Single,4869,16885,3,No,12,3,4,0,20,4,2,4,3,0,3,0,46-55,Lower-Mid,4-5 years,Lower Risk,Recent promotion <5 years,Experienced,231.85714285714286,0.6
43,No,Travel_Rarely,1001,Research & Development,7,3,Life Sciences,3,Female,43,3,3,Healthcare Representative,1,Married,9985,9262,8,No,16,3,1,1,10,1,2,1,0,0,0,0,36-45,Mid,0-1 years,Lower Risk,Recent promotion <5 years,Experienced,907.7272727272727,0.0
45,No,Travel_Rarely,549,Research & Development,8,4,Other,4,Male,75,3,2,Research Scientist,4,Married,3697,9278,9,No,14,3,1,2,12,3,3,10,9,9,8,0,36-45,Lower-Mid,6-10 years,Lower Risk,No promotion >=5 years,Experienced,284.38461538461536,0.8181818181818182
40,No,Travel_Rarely,1124,Sales,1,2,Medical,2,Male,57,1,2,Sales Executive,4,Married,7457,13273,2,Yes,22,4,3,3,6,2,2,4,3,0,2,0,36-45,Mid,4-5 years,High Risk,Recent promotion <5 years,Experienced,1065.2857142857142,0.6
29,Yes,Travel_Rarely,318,Research & Development,8,4,Other,2,Male,77,1,1,Laboratory Technician,1,Married,2119,4759,1,Yes,11,3,4,0,7,4,2,7,7,0,7,1,26-35,Low,6-10 years,High Risk,Recent promotion <5 years,Experienced,264.875,0.875
29,No,Travel_Rarely,738,Research & Development,9,5,Other,2,Male,30,2,1,Laboratory Technician,4,Single,3983,7621,0,No,17,3,3,0,4,2,3,3,2,2,2,0,26-35,Lower-Mid,2-3 years,Lower Risk,Recent promotion <5 years,Early Career,796.6,0.5
30,No,Travel_Rarely,570,Sales,5,3,Marketing,4,Female,30,2,2,Sales Executive,3,Divorced,6118,5431,1,No,13,3,3,3,10,2,3,10,9,1,2,0,26-35,Mid,6-10 years,Lower Risk,Recent promotion <5 years,Experienced,556.1818181818181,0.8181818181818182
27,No,Travel_Rarely,1130,Sales,8,4,Marketing,2,Female,56,3,2,Sales Executive,2,Married,6214,3415,1,No,18,3,1,1,8,3,3,8,7,0,7,0,26-35,Mid,6-10 years,Lower Risk,Recent promotion <5 years,Experienced,690.4444444444445,0.7777777777777778
37,No,Travel_Rarely,1192,Research & Development,5,2,Medical,4,Male,61,3,2,Manufacturing Director,4,Divorced,6347,23177,7,No,16,3,3,2,8,2,2,6,2,0,4,0,36-45,Mid,6-10 years,Lower Risk,Recent promotion <5 years,Experienced,705.2222222222222,0.2857142857142857
38,No,Travel_Rarely,343,Research & Development,15,2,Life Sciences,3,Male,92,2,3,Research Director,4,Divorced,11510,15682,0,Yes,14,3,2,1,12,3,3,11,10,2,9,0,36-45,Upper-Mid,>10 years,High Risk,Recent promotion <5 years,Experienced,885.3846153846154,0.8333333333333334
31,No,Travel_Rarely,1232,Research & Development,7,4,Medical,3,Female,39,3,3,Manufacturing Director,4,Single,7143,25713,1,Yes,14,3,3,0,11,2,2,11,9,4,10,0,26-35,Mid,>10 years,High Risk,Recent promotion <5 years,Experienced,595.25,0.75
29,No,Travel_Rarely,144,Sales,10,1,Marketing,4,Female,39,2,2,Sales Executive,2,Divorced,8268,11866,1,Yes,14,3,1,2,7,2,3,7,7,1,7,0,26-35,Mid,6-10 years,High Risk,Recent promotion <5 years,Experienced,1033.5,0.875
35,No,Travel_Rarely,1296,Research & Development,5,4,Technical Degree,3,Male,62,3,3,Manufacturing Director,2,Single,8095,18264,0,No,13,3,4,0,17,5,3,16,6,0,13,0,26-35,Mid,>10 years,Lower Risk,Recent promotion <5 years,Experienced,449.72222222222223,0.35294117647058826
23,No,Travel_Rarely,1309,Research & Development,26,1,Life Sciences,3,Male,83,3,1,Research Scientist,4,Divorced,2904,16092,1,No,12,3,3,2,4,2,2,4,2,0,2,0,<=25,Low,4-5 years,Lower Risk,Recent promotion <5 years,Early Career,580.8,0.4
41,No,Travel_Rarely,483,Research & Development,6,3,Medical,4,Male,95,2,2,Manufacturing Director,2,Single,6032,10110,6,Yes,15,3,4,0,8,3,3,5,4,1,2,0,36-45,Mid,4-5 years,High Risk,Recent promotion <5 years,Experienced,670.2222222222222,0.6666666666666666
47,No,Travel_Frequently,1309,Sales,4,1,Medical,2,Male,99,3,2,Sales Representative,3,Single,2976,25751,3,No,19,3,1,0,5,3,3,0,0,0,0,0,46-55,Low,0-1 years,Lower Risk,Recent promotion <5 years,Early Career,496.0,0.0
42,No,Travel_Rarely,810,Research & Development,23,5,Life Sciences,1,Female,44,3,4,Research Director,4,Single,15992,15901,2,No,14,3,2,0,16,2,3,1,0,0,0,0,36-45,High,0-1 years,Lower Risk,Recent promotion <5 years,Experienced,940.7058823529412,0.0
29,No,Non-Travel,746,Sales,2,3,Life Sciences,4,Male,61,3,2,Sales Executive,3,Married,4649,16928,1,No,14,3,1,1,4,3,2,4,3,0,2,0,26-35,Lower-Mid,4-5 years,Lower Risk,Recent promotion <5 years,Early Career,929.8,0.6
42,No,Travel_Rarely,544,Human Resources,2,1,Technical Degree,3,Male,52,3,1,Human Resources,3,Divorced,2696,24017,0,Yes,11,3,3,1,4,5,3,3,2,1,0,0,36-45,Low,2-3 years,High Risk,Recent promotion <5 years,Early Career,539.2,0.5
32,No,Travel_Rarely,1062,Research & Development,2,3,Medical,3,Female,75,3,1,Laboratory Technician,2,Married,2370,3956,1,No,13,3,3,1,8,4,3,8,0,0,7,0,26-35,Low,6-10 years,Lower Risk,Recent promotion <5 years,Experienced,263.3333333333333,0.0
